qid,docno,score,rank,orig_score
1,5100,0.5841542184352875,7,0.4640769362449646
1,5431,0.5781165957450867,8,0.4233680963516235
1,5439,0.5760290920734406,9,0.4386962056159973
1,4685,0.5712973475456238,10,0.4023283123970032
1,5436,0.5706922560930252,11,0.4164578020572662
1,3637,0.5594182461500168,12,0.3887680470943451
1,4299,0.5585928112268448,13,0.3909567892551422
1,4262,0.5584926903247833,14,0.4320143461227417
1,4301,0.5533223301172256,15,0.4168697893619537
1,4644,0.550599068403244,16,0.3761814832687378
1,4267,0.549899235367775,17,0.442246526479721
1,5435,0.544510617852211,18,0.4748115241527557
1,4266,0.5395064502954483,19,0.4282527267932892
1,5105,0.5371983051300049,20,0.4477484226226806
1,3006,0.5339362323284149,21,0.3844071626663208
1,5442,0.5330697000026703,22,0.3844301104545593
1,4640,0.5251936614513397,23,0.4555308818817138
1,4269,0.5237318426370621,24,0.4018594324588775
1,2910,0.5123824179172516,25,0.3842815160751343
1,4648,0.5119370669126511,26,0.4142530262470245
1,5428,0.5106206238269806,27,0.3647456169128418
1,5437,0.5099329203367233,28,0.3884234130382538
1,4684,0.5092746317386627,29,0.4030416011810303
1,5430,0.5092668235301971,30,0.4018545746803283
1,5432,0.50004443526268,31,0.3851488828659057
1,4258,0.4944722354412079,32,0.4281434416770935
1,4651,0.4907759875059128,33,0.388265997171402
1,4696,0.4886699914932251,34,0.4442048072814941
1,4646,0.48819541931152344,35,0.4060186743736267
1,5096,0.4789862632751465,36,0.4570679664611816
1,5433,0.4761403053998947,37,0.4327917993068695
1,4688,0.47250381112098694,38,0.4810257852077484
1,4261,0.46286962926387787,39,0.4167249500751495
1,4650,0.46228188276290894,40,0.3977094888687134
1,2860,0.4520040452480316,41,0.4532145261764526
1,5101,0.4516422897577286,42,0.4079037606716156
1,2820,0.4471873790025711,43,0.4087899625301361
1,5429,0.4448126405477524,44,0.4234169721603393
1,5444,0.44128406047821045,45,0.3790094256401062
1,5387,0.4345228970050812,46,0.5213286876678467
1,4647,0.4329870343208313,47,0.3750607371330261
1,5427,0.43270663917064667,48,0.4909194111824035
1,5099,0.427937388420105,49,0.4176316857337951
1,4257,0.4248918443918228,50,0.3891273736953735
10,4147,0.5304975509643555,1,0.2636166214942932
10,4154,0.5047754794359207,2,0.3520112931728363
10,4150,0.5009931921958923,3,0.2951552867889404
10,5557,0.48532387614250183,4,0.2808841466903686
10,4143,0.4790082275867462,5,0.3332290649414062
10,5559,0.4675195962190628,6,0.2266496121883392
10,4854,0.4645536094903946,7,0.3115073144435882
10,4849,0.46202920377254486,8,0.3365224301815033
10,4151,0.45442962646484375,9,0.3016459345817566
10,4907,0.4542161822319031,10,0.2510783076286316
10,4912,0.4534989446401596,11,0.2676537930965423
10,5551,0.45221349596977234,12,0.2282270789146423
10,4443,0.44982102513313293,13,0.2814756631851196
10,5483,0.4461454153060913,14,0.3032021522521972
10,2892,0.4458431005477905,15,0.3351272344589233
10,2853,0.43963974714279175,16,0.3054828643798828
10,4149,0.43590083718299866,17,0.2715619802474975
10,4903,0.4347444623708725,18,0.3133104145526886
10,5566,0.4327508211135864,19,0.2454367876052856
10,4142,0.4284900277853012,20,0.2208137810230255
10,4905,0.426751509308815,21,0.2926785051822662
10,4441,0.41601724922657013,22,0.2294317185878753
10,4155,0.41410450637340546,23,0.2259194552898407
10,4141,0.4140802174806595,24,0.2602341473102569
10,4442,0.41068410873413086,25,0.2504300475120544
10,4153,0.396521657705307,26,0.2235545516014099
10,4851,0.39458639919757843,27,0.2870994508266449
10,5563,0.3900654762983322,28,0.2563890516757965
10,4446,0.38391776382923126,29,0.2098271548748016
10,4145,0.3838052451610565,30,0.2900570631027221
10,4906,0.3835013806819916,31,0.2644802927970886
10,5560,0.3818519115447998,32,0.2700500786304474
10,4904,0.3791802078485489,33,0.2679514586925506
10,5488,0.3788125514984131,34,0.2539656162261963
10,3668,0.3761436343193054,35,0.2805387377738952
10,4440,0.36261042952537537,36,0.2405530512332916
10,3660,0.35881681740283966,37,0.2436290085315704
10,4911,0.350722000002861,38,0.2520301043987274
10,2852,0.3287460207939148,39,0.312806099653244
10,4909,0.32811611145734787,40,0.2282556146383285
10,4855,0.32480819523334503,41,0.2399439513683319
10,4910,0.3179321587085724,42,0.2037068605422973
10,4448,0.31457362323999405,43,0.2123435884714126
10,4850,0.29917654395103455,44,0.3098640441894531
10,5321,0.29519790410995483,45,0.2173998057842254
10,5491,0.28228121995925903,46,0.2234101593494415
10,2854,0.27390633523464203,47,0.2491334080696106
10,5558,0.27173543721437454,48,0.2292337566614151
10,4158,0.2689778804779053,49,0.2741207480430603
10,3014,0.26744985580444336,50,0.2520350813865661
11,3802,0.7975147664546967,1,0.6627573370933533
11,3806,0.7372684478759766,2,0.5744951963424683
11,4340,0.7222473621368408,3,0.5899708271026611
11,5090,0.6992389559745789,4,0.5452074408531189
11,3800,0.6977550089359283,5,0.601467490196228
11,3827,0.6975693702697754,6,0.6421241760253906
11,3832,0.693452388048172,7,0.6142612099647522
11,3801,0.6895307898521423,8,0.5999670028686523
11,4874,0.6875808238983154,9,0.5930176377296448
11,5091,0.6832973062992096,10,0.5091739296913147
11,4344,0.6815620958805084,11,0.5186867117881775
11,3804,0.6774967610836029,12,0.5297619104385376
11,4342,0.6770532429218292,13,0.5379771590232849
11,5089,0.6766281723976135,14,0.5206711292266846
11,3830,0.6745684444904327,15,0.5915135145187378
11,3803,0.6707597970962524,16,0.5244494676589966
11,4346,0.6659548580646515,17,0.4961998462677002
11,3816,0.6648279130458832,18,0.5184992551803589
11,3813,0.6598130762577057,19,0.5537710189819336
11,3396,0.6517288684844971,20,0.5169066190719604
11,5092,0.648710161447525,21,0.4499432444572449
11,3821,0.647317498922348,22,0.5566264390945435
11,3395,0.6463841199874878,23,0.5671354532241821
11,3811,0.644040048122406,24,0.5006064772605896
11,3809,0.6403468251228333,25,0.5702030062675476
11,4876,0.6382411122322083,26,0.5295603275299072
11,4875,0.6382136940956116,27,0.5066481232643127
11,2845,0.6379562020301819,28,0.4545826911926269
11,3817,0.6363023519515991,29,0.5803633332252502
11,3825,0.6346929669380188,30,0.4639801979064941
11,3807,0.6312265992164612,31,0.5896109342575073
11,4877,0.6294760406017303,32,0.4899606108665466
11,4670,0.6259662806987762,33,0.5639824271202087
11,4663,0.6224180459976196,34,0.4814258217811584
11,4343,0.6214099228382111,35,0.501564621925354
11,4664,0.6193538904190063,36,0.5874251127243042
11,3805,0.6134022772312164,37,0.4544227123260498
11,4341,0.6117982119321823,38,0.4845291674137115
11,3399,0.6095980256795883,39,0.4918002784252167
11,2846,0.6073073446750641,40,0.4955400228500366
11,4665,0.6056004464626312,41,0.4821890592575073
11,5314,0.5992298126220703,42,0.4621374607086181
11,5095,0.5971270501613617,43,0.4540725946426391
11,3818,0.5870704054832458,44,0.4991160035133362
11,4672,0.5857108533382416,45,0.5956436991691589
11,4666,0.5850652158260345,46,0.4395477175712585
11,4668,0.5840785503387451,47,0.5668014287948608
11,2844,0.5813605785369873,48,0.5322938561439514
11,2847,0.574171394109726,49,0.4456716775894165
11,4662,0.572621613740921,50,0.5011194944381714
12,2989,0.555185541510582,1,0.3042473495006561
12,3205,0.5044106543064117,2,0.3398764133453369
12,3217,0.47472840547561646,3,0.3603268265724182
12,3000,0.46161648631095886,4,0.3469409942626953
12,3220,0.3826860934495926,5,0.3076593577861786
12,3213,0.3539370596408844,6,0.2752043306827545
12,4368,0.26719094067811966,7,0.3320123553276062
12,3219,0.2630747854709625,8,0.4289754033088684
12,3206,0.2527037262916565,9,0.322799414396286
12,2993,0.2481129318475723,10,0.3512717485427856
12,2996,0.24492461979389188,11,0.4451343715190887
12,3208,0.2349291779100895,12,0.348474383354187
12,2998,0.2348955124616623,13,0.3441416025161743
12,3221,0.21842353045940396,14,0.3106627464294433
12,2999,0.21422729641199112,15,0.2342832386493683
12,2947,0.20920706540346143,16,0.29417285323143
12,4362,0.20889549702405927,17,0.2769464552402496
12,4365,0.18907170183956623,18,0.3609108030796051
12,4377,0.18682585284113884,19,0.2722969949245453
12,2991,0.17544445395469666,20,0.2252053767442703
12,4804,0.16949638724327087,21,0.2370357662439346
12,3211,0.16188763082027433,22,0.3183704018592834
12,3214,0.16090479400008917,23,0.314969003200531
12,4841,0.1553512206301093,24,0.3188294768333435
12,3222,0.1533658616244793,25,0.2815558910369873
12,2986,0.15095606353133914,26,0.2845285534858703
12,5471,0.14705817587673664,27,0.2853972315788269
12,3791,0.14356393436901269,28,0.2905497848987579
12,3328,0.1414986439049244,29,0.2727550268173218
12,3281,0.13972328323870897,30,0.2798836827278137
12,3625,0.13949263747781515,31,0.2846595048904419
12,2990,0.1384802311658859,32,0.259769856929779
12,4902,0.13665840774774551,33,0.268929123878479
12,3209,0.1354760378599167,34,0.2501271367073059
12,2994,0.1350457612425089,35,0.269252747297287
12,5104,0.1342251868918538,36,0.2708335518836975
12,2826,0.1340225772000849,37,0.2755704522132873
12,4374,0.13252176344394684,38,0.2545747756958008
12,3608,0.13167920499108732,39,0.259817510843277
12,5430,0.1314088951330632,40,0.2601182758808136
12,3752,0.1312100472860038,41,0.2540611624717712
12,3001,0.13052077777683735,42,0.250003457069397
12,3210,0.12874710932373998,43,0.276002824306488
12,3904,0.1284153005108237,44,0.2442710101604461
12,3330,0.12837504222989082,45,0.2602081596851349
12,3747,0.1274747955612838,46,0.2492999136447906
12,4842,0.1267801113426685,47,0.2280128896236419
12,4101,0.12660453189164397,48,0.2656028270721435
12,4893,0.12410850170999763,49,0.2372766882181167
12,3631,0.12389419274404642,50,0.2512643933296203
13,3104,0.40593232214450836,1,0.301472395658493
13,4809,0.3158354163169861,2,0.3192337453365326
13,3102,0.3127318322658539,3,0.2780280411243438
13,4879,0.3066987991333008,4,0.2909142971038818
13,4420,0.26305878907442093,5,0.284589946269989
13,3631,0.2500983104109764,6,0.3641198575496673
13,4102,0.24022694677114487,7,0.3580745756626129
13,3330,0.23992420360445976,8,0.3634592592716217
13,3625,0.22828693874180317,9,0.4420398473739624
13,3628,0.2117529958486557,10,0.3533467948436737
13,4792,0.20959966257214546,11,0.3176509141921997
13,3632,0.20711642899550498,12,0.4127003848552704
13,5413,0.202060729265213,13,0.3312472701072693
13,3118,0.19992886669933796,14,0.3665432929992676
13,3633,0.19862353801727292,15,0.3090075254440307
13,3239,0.1958364136517048,16,0.3238922357559204
13,3621,0.19264486618340015,17,0.36031574010849
13,3096,0.19121133908629415,18,0.3610603809356689
13,3108,0.1880362555384636,19,0.3239317834377289
13,3534,0.18631200259551406,20,0.3598117530345917
13,3241,0.18520475737750527,21,0.3171220421791076
13,5279,0.18436929583549497,22,0.3352904319763183
13,3615,0.18424730328842998,23,0.3563472032546997
13,5476,0.1833198075182736,24,0.3531109094619751
13,3840,0.1830181274563074,25,0.3642125725746155
13,2850,0.17848066613078117,26,0.3324180245399475
13,3146,0.17759307473897934,27,0.3257988691329956
13,3063,0.17750472202897072,28,0.3406338393688202
13,3829,0.17586923111230135,29,0.3511517345905304
13,5474,0.16951775876805183,30,0.3355321288108825
13,3564,0.16788971051573753,31,0.3199578523635864
13,4520,0.16690703108906746,32,0.3073756694793701
13,3328,0.16657775081694123,33,0.3034642040729522
13,4592,0.1644453150220215,34,0.3153094053268432
13,4321,0.16224455088377,35,0.2833240032196045
13,3572,0.15927574690431356,36,0.3111739754676819
13,3198,0.1589561915025115,37,0.3200862407684326
13,5050,0.15796661167405543,38,0.3104433715343475
13,3585,0.15785910777049136,39,0.3157890439033508
13,3014,0.15742941806092858,40,0.3002954423427582
13,4320,0.15670632850378752,41,0.3058125376701355
13,3638,0.15569952875375748,42,0.3235512375831604
13,2912,0.15551375783979893,43,0.3065221905708313
13,3061,0.15473413188010451,44,0.3185190856456756
13,3718,0.15412730444222686,45,0.2991474866867065
13,5584,0.1537455953657627,46,0.3174945116043091
13,2859,0.15299045434221625,47,0.3037714660167694
13,3722,0.152254126034677,48,0.3200602233409881
13,3539,0.15219725621864197,49,0.2896361351013183
13,3372,0.15151815116405484,50,0.319253921508789
14,4714,0.38285769522190094,1,0.4202310442924499
14,2829,0.29118676483631134,2,0.3543011546134949
14,4867,0.28667329996824265,3,0.1914957612752914
14,2828,0.28521454706788063,4,0.4618573784828186
14,4870,0.2839013636112213,5,0.2449479103088379
14,3337,0.26697639375925064,6,0.1808576136827469
14,3632,0.18839004985056818,7,0.378016859292984
14,2830,0.1834658905863762,8,0.2895761728286743
14,3298,0.1749441660940647,9,0.3198292851448059
14,4715,0.17469613999128342,10,0.2899344563484192
14,4707,0.16655017621815205,11,0.3515353202819824
14,4713,0.16497051715850827,12,0.2534146606922149
14,4862,0.1572529845871031,13,0.3075867891311645
14,4717,0.15651109069585795,14,0.2386380583047866
14,2840,0.15565297752618784,15,0.2269965708255767
14,3740,0.15495875477790833,16,0.2878466248512268
14,4657,0.14864561893045902,17,0.2793046832084656
14,3302,0.14370208419859407,18,0.2587213218212127
14,3308,0.13786903396248812,19,0.2011607736349105
14,4438,0.13358221948146817,20,0.2064834833145141
14,4703,0.13158130925148726,21,0.2912367880344391
14,4708,0.13054108619689941,22,0.2638399004936218
14,3368,0.12860857509076595,23,0.2149185389280319
14,3222,0.12805605400353667,24,0.2504956722259521
14,3836,0.12481076736003159,25,0.2396597862243652
14,4869,0.12246353179216385,26,0.2930110692977905
14,3324,0.12143548415042456,27,0.2369441092014312
14,3139,0.11763326218351719,28,0.2329715341329574
14,3534,0.11695495434105393,29,0.2267374694347381
14,4598,0.11662079021334645,30,0.1815366148948669
14,5406,0.11657338077202437,31,0.2363030314445495
14,3572,0.11628414923325181,32,0.2362837791442871
14,5366,0.11580776388291267,33,0.2321744561195373
14,5465,0.11574978381395337,34,0.2180745899677276
14,4704,0.11530100181698795,35,0.2391014099121093
14,3633,0.11501637287437916,36,0.2151338756084442
14,4661,0.11453197523951528,37,0.2193442583084106
14,4655,0.11441317200660704,38,0.2190997004508972
14,5452,0.11438496224582193,39,0.2052807211875915
14,3724,0.1129157063551247,40,0.2254190146923065
14,4705,0.1128878220915794,41,0.20254547894001
14,5503,0.11269027390517293,42,0.2225483953952789
14,5146,0.11234797816723584,43,0.2198100686073303
14,3757,0.1113077811896801,44,0.1861986219882965
14,3727,0.11126994155347344,45,0.2026014924049377
14,3845,0.11119270999915898,46,0.2242063581943512
14,3736,0.11069627106189726,47,0.2071087062358856
14,3299,0.11035854928195472,48,0.2114156484603881
14,3537,0.11013381113298236,49,0.2258389890193939
14,2831,0.10937878303229809,50,0.2617848813533783
2,5593,0.5964594334363937,1,0.4044366776943207
2,3844,0.5836716592311859,2,0.5855506062507629
2,3572,0.5707861036062241,3,0.4910363256931305
2,5585,0.5633894056081772,4,0.44802126288414
2,5512,0.5576061010360718,5,0.4435956478118896
2,5393,0.5362042486667633,6,0.5272531509399414
2,5392,0.530854731798172,7,0.4730223417282104
2,5198,0.4997391253709793,8,0.4500161111354828
2,5510,0.4985004961490631,9,0.4937806725502014
2,4673,0.4848066121339798,10,0.5119500160217285
2,5581,0.47573839128017426,11,0.4121120274066925
2,3775,0.46615082025527954,12,0.4245563149452209
2,4462,0.46505795419216156,13,0.4657422006130218
2,3596,0.4542916864156723,14,0.4243448376655578
2,4592,0.4492122381925583,15,0.4798578023910522
2,5081,0.43813033401966095,16,0.4235738515853882
2,3570,0.43771985173225403,17,0.4739693403244018
2,3592,0.43474024534225464,18,0.4334173202514648
2,4461,0.434197261929512,19,0.4764674007892608
2,5601,0.43177151679992676,20,0.413339763879776
2,4674,0.4300646632909775,21,0.4315770268440246
2,3845,0.4229039400815964,22,0.4082517623901367
2,5594,0.4221949577331543,23,0.3929987549781799
2,4505,0.42072027921676636,24,0.3918533623218536
2,5503,0.4166097193956375,25,0.5243445634841919
2,3067,0.414857417345047,26,0.4494081437587738
2,4586,0.4093599319458008,27,0.4397510588169098
2,4271,0.408640518784523,28,0.4722703695297241
2,5611,0.39970454573631287,29,0.4290434718132019
2,4682,0.39598143100738525,30,0.4546681642532348
2,4510,0.3953811973333359,31,0.444819837808609
2,5599,0.3948226124048233,32,0.4420498609542846
2,3549,0.394244983792305,33,0.4809933006763458
2,3379,0.39322490990161896,34,0.4102676510810852
2,5600,0.38954290747642517,35,0.3972088694572449
2,4675,0.388787180185318,36,0.4541975557804107
2,3554,0.3842356204986572,37,0.4124197661876678
2,4318,0.38000810146331787,38,0.4094869494438171
2,5504,0.3795450031757355,39,0.5191158652305603
2,3782,0.37777067720890045,40,0.3960515260696411
2,4591,0.37756919860839844,41,0.4568556547164917
2,4681,0.37476883828639984,42,0.4117418527603149
2,3780,0.36985109746456146,43,0.3953704833984375
2,3147,0.3665700703859329,44,0.4237742125988006
2,4376,0.36346468329429626,45,0.4744811356067657
2,5391,0.3565385639667511,46,0.4170330762863159
2,5300,0.3558678925037384,47,0.41554856300354
2,5602,0.35562431812286377,48,0.4002626240253448
2,3836,0.3538306951522827,49,0.4145985841751098
2,4676,0.3533104509115219,50,0.3957257270812988
3,3743,0.6133747547864914,1,0.3257307708263397
3,4598,0.5192620158195496,2,0.2647229433059692
3,5525,0.46575725078582764,3,0.3009877204895019
3,3740,0.44100517779588694,4,0.2473665624856948
3,4136,0.42289602756500244,5,0.2943716049194336
3,5421,0.4077847898006439,6,0.2736228108406067
3,4497,0.38538482785224915,7,0.2714659571647644
3,5145,0.3733051344752311,8,0.2412647455930709
3,5426,0.3595767840743065,9,0.2379826158285141
3,4599,0.3382673114538193,10,0.2451517581939697
3,3747,0.32876022160053253,11,0.2663208246231079
3,4133,0.32765211164951324,12,0.2542068064212799
3,4925,0.3043399229645729,13,0.2374337762594223
3,3385,0.2677522301673889,14,0.3129677772521972
3,2911,0.26225560903549194,15,0.3482040762901306
3,3726,0.26079437136650085,16,0.2577022910118103
3,4134,0.2499595806002617,17,0.2424672096967697
3,5607,0.2475171536207199,18,0.2947441041469574
3,5230,0.24096869677305222,19,0.2413356304168701
3,5147,0.23534710705280304,20,0.277752161026001
3,5225,0.23349059373140335,21,0.2720145583152771
3,5228,0.23165751993656158,22,0.2786976397037506
3,2965,0.23103979974985123,23,0.2521459460258484
3,3730,0.2223868668079376,24,0.2689358294010162
3,3380,0.22109206020832062,25,0.2481347620487213
3,3148,0.22074831277132032,26,0.3145823776721954
3,2955,0.21869857609272,27,0.3583159446716308
3,4508,0.21139468252658844,28,0.2405773550271988
3,3379,0.21039673686027527,29,0.255664199590683
3,2962,0.20922703295946118,30,0.2399157136678695
3,3051,0.20373445004224777,31,0.2628248333930969
3,3534,0.19934992119669914,32,0.317964643239975
3,4323,0.193292535841465,33,0.2497410178184509
3,5532,0.19036703556776047,34,0.2832515239715576
3,5424,0.1880204007029533,35,0.291274219751358
3,2974,0.18713053688406944,36,0.2909344434738159
3,5307,0.18600649945437908,37,0.3141321539878845
3,4274,0.18492562323808667,38,0.2971754968166351
3,5363,0.18454485386610028,39,0.2820852398872375
3,3141,0.1835230104625225,40,0.2708449959754944
3,3386,0.18173588812351224,41,0.2692053914070129
3,3146,0.18165896926075217,42,0.3506509661674499
3,4919,0.1811550185084343,43,0.3094271421432495
3,3191,0.17872244119644162,44,0.260623425245285
3,5332,0.17686573043465612,45,0.2725310027599334
3,3533,0.1744156256318092,46,0.2770328521728515
3,3545,0.17392932623624802,47,0.2576199769973755
3,2980,0.17284536734223363,48,0.2694977521896362
3,3586,0.17271384596824646,49,0.2617231011390686
3,4287,0.17141512036323545,50,0.2657173573970794
4,3184,0.5862881243228912,1,0.515504002571106
4,4570,0.5729992985725403,2,0.6166971325874329
4,3094,0.5402076840400696,3,0.5145919322967529
4,5157,0.5372038781642914,4,0.551666796207428
4,4019,0.5365017056465149,5,0.5541306734085083
4,3412,0.5302172601222992,6,0.5460108518600464
4,5081,0.5269293189048767,7,0.5690495371818542
4,4673,0.5184368193149567,8,0.6783115863800049
4,4952,0.518044576048851,9,0.5702536106109619
4,5503,0.49499866366386414,10,0.5693998336791992
4,5510,0.47246700525283813,11,0.5646899938583374
4,5587,0.465059295296669,12,0.6200931072235107
4,5160,0.4639682471752167,13,0.5546127557754517
4,5087,0.4409559965133667,14,0.5140358209609985
4,5591,0.43533971905708313,15,0.550358772277832
4,5393,0.43398943543434143,16,0.5270459651947021
4,5585,0.4035522863268852,17,0.6514660716056824
4,3570,0.39122361689805984,18,0.5843073725700378
4,3572,0.3876848518848419,19,0.5173623561859131
4,5611,0.38725781440734863,20,0.5170535445213318
4,4675,0.3793349005281925,21,0.6350893974304199
4,3067,0.37693826854228973,22,0.5369217395782471
4,3409,0.3699309527873993,23,0.5724085569381714
4,5588,0.36747024953365326,24,0.5465788841247559
4,4682,0.3666939176619053,25,0.6118698120117188
4,4592,0.36310386657714844,26,0.5818970203399658
4,4318,0.35592757165431976,27,0.5540855526924133
4,4376,0.35547683760523796,28,0.6421765089035034
4,5581,0.35414549335837364,29,0.6380042433738708
4,4271,0.3515779450535774,30,0.6208940744400024
4,5343,0.3497347980737686,31,0.53666090965271
4,5363,0.34927067533135414,32,0.6305946707725525
4,2974,0.34853921085596085,33,0.5183993577957153
4,5300,0.3465740531682968,34,0.5982058048248291
4,4461,0.3455619439482689,35,0.5311920642852783
4,5602,0.3426383435726166,36,0.5189709663391113
4,2980,0.3415991961956024,37,0.5339421033859253
4,3549,0.34007448703050613,38,0.5917630791664124
4,4390,0.3389677628874779,39,0.5302890539169312
4,3548,0.33441419899463654,40,0.5144648551940918
4,4081,0.32896871119737625,41,0.5741835236549377
4,5504,0.3266943208873272,42,0.5898538827896118
4,5082,0.3263453543186188,43,0.534494161605835
4,5592,0.32319699972867966,44,0.5118184089660645
4,4586,0.32296866551041603,45,0.5445479154586792
4,4895,0.3173595815896988,46,0.5341552495956421
4,5605,0.31595566496253014,47,0.5673455595970154
4,5397,0.3144751600921154,48,0.564186155796051
4,4389,0.31364644691348076,49,0.58272385597229
4,5584,0.30575309321284294,50,0.5898184776306152
5,3372,0.5617482662200928,1,0.4291079044342041
5,3272,0.5615503042936325,2,0.4627372920513153
5,3274,0.5504953265190125,3,0.4412862062454223
5,3278,0.5291654914617538,4,0.4462067186832428
5,3829,0.5084616392850876,5,0.6442204117774963
5,3264,0.4929024875164032,6,0.4048717617988586
5,3262,0.47399674355983734,7,0.3906638920307159
5,3015,0.4571891874074936,8,0.3721211850643158
5,3017,0.456911101937294,9,0.2847363650798797
5,3266,0.4516955763101578,10,0.3063835203647613
5,3906,0.441482275724411,11,0.3221988677978515
5,2885,0.41276678442955017,12,0.2895113825798034
5,3371,0.3842507302761078,13,0.3596933484077453
5,3981,0.355695441365242,14,0.3332591950893402
5,3013,0.33907853066921234,15,0.2768480181694031
5,3628,0.3143559396266937,16,0.3461585342884063
5,4176,0.3047407418489456,17,0.2505552172660827
5,3997,0.28483881056308746,18,0.2990071475505829
5,5117,0.27810218185186386,19,0.3148285150527954
5,3939,0.2678028345108032,20,0.2649171948432922
5,3921,0.26410578191280365,21,0.257035881280899
5,4981,0.26051950454711914,22,0.2557504773139953
5,4009,0.2589265704154968,23,0.2551076710224151
5,3138,0.25684699416160583,24,0.2930907309055328
5,3512,0.24478463828563687,25,0.2915679812431335
5,3835,0.24322593212127686,26,0.2972819209098816
5,4522,0.23643743246793747,27,0.3187934160232544
5,3899,0.2320459932088852,28,0.2588431239128113
5,3893,0.22959714382886887,29,0.2679864168167114
5,3625,0.22670861333608625,30,0.3104072213172912
5,3888,0.2241796478629112,31,0.3067473173141479
5,3705,0.2208002358675003,32,0.2832324206829071
5,3681,0.21955371648073196,33,0.3095701038837433
5,3270,0.21575081348419187,34,0.2818166315555572
5,5240,0.2141890749335289,35,0.2782982289791107
5,3129,0.21402455121278763,36,0.2645683288574219
5,4518,0.21305065602064133,37,0.272961288690567
5,4585,0.2102142795920372,38,0.265240341424942
5,5116,0.2082840725779533,39,0.3248353004455566
5,3674,0.19651181250810623,40,0.2535771131515503
5,3110,0.1930171698331833,41,0.2548542022705078
5,5276,0.19297873973846433,42,0.2608016431331634
5,4885,0.19229581207036972,43,0.2483321875333786
5,3115,0.18695201911032197,44,0.3490779101848602
5,3131,0.18631257116794583,45,0.24746835231781
5,5242,0.18540163058787584,46,0.35084068775177
5,3118,0.18130030296742916,47,0.3470979332923889
5,4546,0.17969550751149652,48,0.3356356024742126
5,4543,0.17611926048994064,49,0.3595106601715088
5,3319,0.1702665714547038,50,0.3265959918498993
6,4593,0.3881555199623108,1,0.2657378911972046
6,3528,0.37450115382671356,2,0.2805277705192566
6,2927,0.33652348816394806,3,0.2708072960376739
6,3833,0.3276543617248535,4,0.3672713041305542
6,3512,0.3069310933351517,5,0.4237687587738037
6,4404,0.2768640071153641,6,0.3028764724731445
6,4811,0.2737983539700508,7,0.2435723394155502
6,5337,0.22692248970270154,8,0.3231871128082275
6,4577,0.2132531255483627,9,0.2502052783966064
6,4739,0.20835425215773282,10,0.4167717099189758
6,5172,0.19792461767792702,11,0.2820064425468445
6,5100,0.1963037997484207,12,0.2606773972511291
